X,Y,Type,Account Na,Visiting S,Visiting Z,Visiting C,ZipCity,Visiting_1,Email,Website,Phone,Total Amou,Pipeline,Total Am_1,Delivered,Account Ow,Loyalty,Topaccount,result_num,status,formatted_,place_id,location_t,latlong,layer,path,icon_url
8.3697349,51.909671,Retailer,Pro Objekt Einrichtungen,BlessenstÃ¤tte 14,"33330",GÃœTERSLOH,33330 GÃœTERSLOH,Germany,kontakt@pro-objekt.de,http://www.pro-objekt.de,4905241-222890,EUR,"0",EUR,"0",Thorsten JÃ¤hn,B,"0","0",OK,"33330 Gütersloh, Germany",ChIJHefpt8ElukcREGtbkYTyJxw,APPROXIMATE,"51.909671,8.369734900000001",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.3697349,51.909671,Architect,SchrÃ¶der + Gaisendrees,Vollrath - MÃ¼ller - Str. 12,"33330",GÃœTERSLOH,33330 GÃœTERSLOH,Germany,mail@schroeder-gaisendrees.de,http://www.schroeder-gaisendrees.de,4905241 3212,EUR,"0",EUR,"0",Thorsten JÃ¤hn,B,"0","0",OK,"33330 Gütersloh, Germany",ChIJHefpt8ElukcREGtbkYTyJxw,APPROXIMATE,"51.909671,8.369734900000001",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.5714799,51.50175,Architect,Planungsgruppe Drahtler,Schleefstr 3,"44287",DORTMUND,44287 DORTMUND,Germany,office@plg-drahtler.de,http://www.plg-drahtler.de,490231 94555 50,EUR,"0",EUR,"7913",Andreas Kuhnert,B,"0","0",OK,"Schleefstraße 3, 44287 Dortmund, Germany",ChIJYQCZ5J8WuUcR-bEvnctmn9E,ROOFTOP,"51.50174999999999,7.5714799",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.5774627,51.3391728,Architect,DGM Demirock Melchert Rother Architekten,Bismarckstr. 19,"47799",KREFELD,47799 KREFELD,Germany,rother@dgmarchitekten.de,http://www.dgmarchitekten.de,4902151 6071320,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"Bismarckstraße 19, 47799 Krefeld, Germany",ChIJE8YTl6-6uEcRbXNTVwaqJF4,ROOFTOP,"51.33917280000001,6.5774627",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.13177,51.40133,Architect,Stiller Architekten Gmbh,Essener Strasse 53,"45529",HATTINGEN,45529 HATTINGEN,Germany,office@stillerarchitekten.de,http://www.stillerarchitekten.de,4902324 9029260,EUR,"0",EUR,"33939",Andreas Kuhnert,B,"0","0",OK,"Essener Str. 53, 45529 Hattingen, Germany",ChIJl6j5sL3euEcR-3K-DQad5Bs,ROOFTOP,"51.40132999999999,7.13177",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.2482075,51.4597867,Architect,PlanungsbÃ¼ro fÃ¼r Innenarchitektur Peter van der Vis,GRILLOSTR. 2,"44779",Bochum,44779 Bochum,Germany,peter@vandervis.de,http://www.vandervis.de,4902305 920 728-10,EUR,"0",EUR,"20474",Andreas Kuhnert,B,"0","0",OK,"Grillostraße 2, 44799 Bochum, Germany",ChIJ-QTfdPgfuUcRLdA89uZzb_Y,ROOFTOP,"51.4597867,7.248207499999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.573997,51.3408726,Architect,Reymann Architekten,Bismarckstr. 77,"47799",KREFELD,47799 KREFELD,Germany,piet.reymann@reymann-architekten.de,,4902151-590018 /-9,EUR,"0",EUR,"87116",Andreas Kuhnert,B,"0","0",OK,"Bismarckstraße 77, 47799 Krefeld, Germany",ChIJn9NBGa66uEcRJ7gQYH5PxiM,ROOFTOP,"51.3408726,6.573996999999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.1710305,51.40347,Architect,Rauh-Damm-Stiller + Partner,Schleusenstr. 5,"45525",HATTINGEN,45525 HATTINGEN,Germany,rdspartner@rdspartner.de,http://www.rdspartner.de,4902324 92000,EUR,"0",EUR,"749",Andreas Kuhnert,B,"0","0",OK,"Schleusenstraße 5, 45525 Hattingen, Germany",ChIJm7JgrB_fuEcRts4pur4ArCE,ROOFTOP,"51.40347,7.1710305",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.1837615,51.6178662,Architect,Ludes Architekten Ingenieure,Elper Weg 88,"45657",RECKLINGHAUSEN,45657 RECKLINGHAUSEN,Germany,recklinghausen@ludes.net,http://www.ludes.net,4902361-91340,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"Elper Weg 88, 45657 Recklinghausen, Germany",ChIJsU3VtkTjuEcR_JQUTB7LaRs,ROOFTOP,"51.61786619999999,7.183761499999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.1958142,51.4670437,Architect,Vervoorts & Schindler Architekten BDA,Kohlenstr.70,"44795",Bochum,44795 Bochum,Germany,info@vs-architekten.de,http://www.vs-architekten.de/,490234-330800,EUR,"4232",EUR,"31755",Andreas Kuhnert,A,"0","0",OK,"Kohlenstraße 70, 44795 Bochum, Germany",ChIJyx-LlnnguEcR22Ya9AEoE1c,ROOFTOP,"51.4670437,7.1958142",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.4501649,51.3186988,Architect,EUROLABORS Aktiengesellschaft fÃ¼r integrale Laborplanung,Habichtswalderstr. 19,"34119",KASSEL,34119 KASSEL,Germany,info@eurolabors.de,http://www.eurolabors.de,+49(0)561/2207620,EUR,"43610",EUR,"63855",Thorsten JÃ¤hn,B,"0","0",OK,"Habichtswalder Str. 19, 34119 Kassel, Germany",ChIJFweQxXM_u0cRdTeVP5tOOKA,ROOFTOP,"51.3186988,9.450164899999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.9513739,51.3668596,Tiler,Fliesen BurgsmÃ¼ller,CorneliusstraÃŸe 19,"45219",ESSEN,45219 ESSEN,Germany,,http://fliebu.de,"49020543314",EUR,"0",EUR,"0",Andreas Kuhnert,A,"1","0",OK,"45219 Essen, Germany",ChIJ3UQzjfXEuEcRMFpbkYTyJxw,APPROXIMATE,"51.36685960000001,6.9513739",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.7388153,52.3749839,Architect,BBU Projekt Hannover,BahnhofstraÃŸe 8,"30159",HANNOVER,30159 HANNOVER,Germany,info@bbu-projekt.com,http://bbu-projekt.com,+49 511 600 990 85,EUR,"0",EUR,"12352",Thorsten JÃ¤hn,B,"0","0",OK,"30159 Hanover, Germany",ChIJiUpW17F0sEcRQC_E3nCsJRw,APPROXIMATE,"52.3749839,9.738815299999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.1752629,48.7643143,Architect,12:43 Architekten,AlexanderstraÃŸe 107,"70180",Stuttgart,70180 Stuttgart,Germany,mail@zwoelfdreiunvierzig.de,www.zwoelfdreiundvierzig.de,+49 711 50622277,EUR,"10981",EUR,"0",Stephan Angerer,B,"0","0",OK,"70180 Stuttgart, Germany",ChIJWyCzvVPbmUcRIKKk9T_9Hxw,APPROXIMATE,"48.7643143,9.1752629",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
14.3215115,51.7565001,Architect,Planbar IngenieurbÃ¼ro Ines Fobo und Thomas Albrecht GbR,Karl-Liebknecht-StraÃŸe 33,"3046",Cottbus,03046 Cottbus,Germany,cottbus@planbar-lausitz.de,www.planbar-lausitz.de,+49 355 49464672,EUR,"0",EUR,"0",Mike Winter,B,"0","0",OK,"Karl-Liebknecht-Straße 33, 03046 Cottbus, Germany",ChIJcZqCD2R0CEcRdJAYH9ibxNw,ROOFTOP,"51.7565001,14.3215115",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.2202918,51.4962097,Architect,Helms ArchitekturbÃ¼ro,Lessingstr. 82,"44791",BOCHUM,44791 BOCHUM,Germany,info@helms-architekturbuero.de,,"49234580048",EUR,"0",EUR,"4067",Andreas Kuhnert,B,"0","0",OK,"Lessingstraße 82, 44791 Bochum, Germany",ChIJFxUqMTbguEcRmQsGou2foso,ROOFTOP,"51.49620969999999,7.220291800000001",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.1737815,49.3903718,Contractor,Castellana Bau GmbH,In der Etzwies 25,"66564",OTTWEILER,66564 OTTWEILER,Germany,info@castellana-bau.de,www.Castellana-Bau.de,+49 68 24 - 7 09 05 36,EUR,"0",EUR,"0",Anja Kreibisch,B,"0","0",OK,"In der Etzwies 25, 66564 Ottweiler, Germany",ChIJz5cnZirBlUcRoNuC_owKE68,ROOFTOP,"49.3903718,7.1737815",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
12.9485367,51.063394,Tiler,Fliesenfachbetrieb Bernd Hinz,Neuwallwitz Nr. 12,"9326",Geringswalde,09326 Geringswalde,Germany,kontakt@hinz-fliesen-naturstein.de,www.hinz-fliesen-naturstein.de,0049.37382.81740,EUR,"0",EUR,"0",Kerstin MeiÃŸner,B,"0","0",OK,"Neuwallwitz 12, 09326 Geringswalde, Germany",EitOZXV3YWxsd2l0eiAxMiwgMDkzMjYgR2VyaW5nc3dhbGRlLCBHZXJtYW55IhoSGAoUChIJdW48f7Nsp0cRphD8IhUqVz0QDA,RANGE_INTERPOLATED,"51.063394,12.9485367",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.6591469,50.1157078,Architect,Max Dudler Architekten,UlmenstraÃŸe 37 â€“ 39,"60325",Frankfurt am Main,60325 Frankfurt am Main,Germany,info@maxdudler.de,www.maxdudler.de,+49 (0)69 606 088 82,EUR,"0",EUR,"4337",Anja Kreibisch,B,"0","0",OK,"60325 Frankfurt, Germany",ChIJP4rRxVEJvUcRoNxLaVNDIhw,APPROXIMATE,"50.1157078,8.6591469",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.7790167,51.248009,Property Developer/Investor,LEG Solution GmbH,Hans-BÃ¶ckler-StraÃŸe 38,"40476",DÃ¼sseldorf,40476 DÃ¼sseldorf,Germany,,,+49 211 45 68 0,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"40476 Düsseldorf, Germany",ChIJNyRL2ZLJuEcRsH0lq_9gJxw,APPROXIMATE,"51.248009,6.7790167",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.51227,51.50661,Architect,IngenieurbÃ¼ro SchÃ¼lke und Wiesmann,Am Zehnthof 149,"44141",DORTMUND,44141 DORTMUND,Germany,info@schuelkewiesmann.de,www.schuelkewiesmann.de,+49 (0)231 562245-0,EUR,"9617",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"Am Zehnthof 149, 44141 Dortmund, Germany",ChIJwajiASIXuUcRB0lBiKrit4w,ROOFTOP,"51.50660999999999,7.512270000000001",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.24863,47.7367197,Architect,MMP Diplomingeneure Architekten,Im Bahnhof / Bahnhofstr. 15,"88690",Uhldingen-MÃ¼hlhofen,88690 Uhldingen-MÃ¼hlhofen,Germany,info@mmp-architekten.de,http://www.mmp-architekten.de/,07556-920460,EUR,"0",EUR,"0",Christian Baldauf,B,"0","0",OK,"Bahnhofstraße 15, 88690 Uhldingen-Mühlhofen, Germany",ChIJoYaOD4hXmkcRkP1M6AuPtKU,ROOFTOP,"47.73671969999999,9.24863",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.9845881,51.5726456,Tiler,Wilhelm Schmidt Plattierungen,Bottroper Str. 34,"45964",BOTTROP,45964 BOTTROP,Germany,schmidt-fliesen@t-online.de,,4902043 23277,EUR,"0",EUR,"0",Andreas Kuhnert,A,"0","0",OK,"Bottroper Str. 34, 45964 Gladbeck, Germany",ChIJ26ch6NruuEcR661OpBNlF8U,ROOFTOP,"51.57264559999999,6.9845881",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.5136635,51.5133491,Tiler,Terra Flor,KruppstraÃŸe 32,"47475",Kamp-Lintfort,47475 Kamp-Lintfort,Germany,info@terra-flor.de,www.terra-flor.de,02842 9031310,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"47475 Kamp-Lintfort, Germany",ChIJmYYBDrmYuEcREN3lmoTyJxw,APPROXIMATE,"51.5133491,6.5136635",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.06837,53.1765,Retailer,Alfred Smit Fliesen-und Baustoffhandel GmbH&Co.KG,Feldlinie 9,"26160",Bad Zwischenahn,26160 Bad Zwischenahn,Germany,info@smit-fliesen.de,http://www.smit-fliesen.de,+49 (0) 4403 6290-0,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"Feldlinie 9, 26160 Bad Zwischenahn, Germany",ChIJuc3eqW7htkcRNFztAaTB4nQ,ROOFTOP,"53.1765,8.06837",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.8092133,51.2276496,Interior Designer,anderswohneninderstadt.de zentralbau,Platanenstrasse 27,"40233",DÃ¼sseldorf,40233 DÃ¼sseldorf,Germany,,http://www.anderswohneninderstadt.de,"4902116887510",EUR,"0",EUR,"31565",Andreas Kuhnert,B,"0","0",OK,"Platanenstraße 27, 40233 Düsseldorf, Germany",ChIJZWsw9NPLuEcRG10_Pd-I6_w,ROOFTOP,"51.2276496,6.8092133",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.73367,51.23693,Corporate Account,Nordsee Holding GmbH,Prinzenallee 13,"40549",DÃ¼sseldorf,40549 DÃ¼sseldorf,Germany,,www.nordsee.com,00490211 31062718,EUR,"0",EUR,"0",Thomas Roth,A,"0","0",OK,"Prinzenallee 13, 40549 Düsseldorf, Germany",ChIJlZ6gAuK1uEcRIQpkkMx3Y3c,ROOFTOP,"51.23693,6.73367",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.7810404,51.2325216,Architect,STEAM Architekten,Rosenstr.10,"40479",DÃ¼sseldorf,40479 DÃ¼sseldorf,Germany,info@steamarchitekten.com,http://www.steamarchitekten.com,"49021164999800",EUR,"14143",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"Rosenstraße 10, 40479 Düsseldorf, Germany",ChIJ3UnrUSDKuEcRhhNREZ2lokE,ROOFTOP,"51.2325216,6.781040399999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.6560211,50.1174874,Architect,HGP Architekten Leben Kilian PartG mbB,Beethovenplatz 1-3,"60325",Frankfurt am Main,60325 Frankfurt am Main,Germany,info@hgp-architekten.de,http://www.hgp-architekten.de/,0049 69 962 44 510,EUR,"7182",EUR,"12083",Anja Kreibisch,B,"0","0",OK,"Beethovenpl. 1-3, 60325 Frankfurt am Main, Germany",ChIJBcNBrVoJvUcRVpZeiPF7WtI,ROOFTOP,"50.11748739999999,8.6560211",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.7132312,50.124527,Architect,FFM Architekten,LÃ¶wengasse 16,"60385",Frankfurt am Main,60385 Frankfurt am Main,Germany,,www.ffm-architekten.de/,+49 69 4056 247 0,EUR,"0",EUR,"19140",Anja Kreibisch,B,"0","0",OK,"60385 Frankfurt, Germany",ChIJSQTP6_IOvUcRYJVKaVNDIhw,APPROXIMATE,"50.124527,8.713231200000001",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.6621618,50.106529,Architect,bb22 | Architekten + Stadtplaner Gb,NiddastraÃŸe 84,"60329",Frankfurt am Main,60329 Frankfurt am Main,Germany,mail@bb22.net,http://www.bb22.net/,0049 69 900 2197 - 0,EUR,"4942",EUR,"1311",Anja Kreibisch,B,"0","0",OK,"Frankfurt (Main) Hauptbahnhof, Am Hauptbahnhof, 60329 Frankfurt am Main, Germany",ChIJ-bKRN_4LvUcRrK86lzLJZkM,GEOMETRIC_CENTER,"50.10652899999999,8.6621618",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.2023055,50.7934203,Building Material Distributor,Henrich Baustoffzentrum GmbH & CO. KG,Konrad-Adenauer-Allee 100,"53721",Siegburg,53721 Siegburg,Germany,,www.henrich-baustoffzentrum.de,+49 2241 121 303,EUR,"0",EUR,"17663",Peter Drese,A,"1","0",OK,"Konrad-Adenauer-Allee 100, 53721 Siegburg, Germany",ChIJdSmtyIvdvkcRgA5Yco92N70,ROOFTOP,"50.7934203,7.2023055",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.2058584,49.1004578,Architect,Thomas Bauer - Freier Architekt,Theodor-Heuss-StraÃŸe 9,"74223",Flein,74223 Flein,Germany,bauer-flein@t-online.de,http://www.bauer-flein.de/,0049-7131-4054328,EUR,"0",EUR,"0",Stephan Angerer,B,"0","0",OK,"Theodor-Heuss-Straße 9, 74223 Flein, Germany",ChIJVYanvcAumEcRDO5vqN4E9Hc,ROOFTOP,"49.1004578,9.2058584",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
10.0648342,48.4233646,Tiler,Robert Of GmbH,Daimlerstr. 5,"89233",Neu-Ulm,89233 Neu-Ulm,Germany,,www.fliesen-of.de,0049-7 31 - 880 332 0,EUR,"0",EUR,"0",Christian Baldauf,B,"0","0",OK,"Daimlerstraße 5, 89233 Neu-Ulm, Germany",ChIJj37Ak8FnmUcRAKTbGDWWPYA,ROOFTOP,"48.4233646,10.0648342",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.4390292,54.8004217,Building Material Distributor,Jacob Cement Fliesen Flensburg,Am Industriehafen 3,"24937",Flensburg,24937 Flensburg,Germany,info.flensburg@jacob-cement.de,www.jacob-soennichsen.de,+49 (0) 461 1501162,EUR,"0",EUR,"121172",Maik Spohler,A,"1","0",OK,"Am Industriehafen 3, 24937 Flensburg, Germany",ChIJu0MqZcJCs0cR8BV-iU9VFZo,ROOFTOP,"54.80042169999999,9.4390292",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
12.0394669,48.2099013,Tiler,Rappold Fliesen,Mais 4a,"84424",Isen,84424 Isen,Germany,info@rappold-fliese.de,www.rappold-Fliesen.de,08083 447,EUR,"0",EUR,"8892",Marcel Kretzschmar,B,"1","0",OK,"Mais 4A, 84424 Isen, Germany",ChIJD_-mqgkDnkcR6Td2cfHtxoE,ROOFTOP,"48.2099013,12.0394669",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
6.9746676,50.8196347,Tiler,Holger Wilms GmbH,Hubertusstr. 1,"50389",Wesseling,50389 Wesseling,Germany,,www.holger-wilms.de,+49 251 6065601001,EUR,"0",EUR,"0",Peter Drese,B,"0","0",OK,"Hubertusstraße 1, 50389 Wesseling, Germany",ChIJYwfHWPEhv0cR72YXXBI4pLE,ROOFTOP,"50.81963469999999,6.9746676",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.5431407,50.8706594,Tiler,Fliesen Lenz,Stuckertweg 6,"51588",NÃ¼mbrecht,51588 NÃ¼mbrecht,Germany,,http://www.fliesenlenz.de/,,EUR,"0",EUR,"0",Peter Drese,B,"0","0",OK,"Stuckertweg 6, 51588 Nümbrecht, Germany",ChIJhUefSsK4vkcR3BmZ61CHMWg,ROOFTOP,"50.8706594,7.543140699999999",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
10.7137901,53.83687,Tiler,BjÃ¶rn Clausen Fliesenverlegung,Storchennest 11,"23562",LÃ¼beck,23562 LÃ¼beck,Germany,info@fliesenverlegung-clausen.de,,+49 451 2026471,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"Storchennest 11, 23562 Lübeck, Germany",ChIJsTLM6wgJskcRwWbfQXABeV4,ROOFTOP,"53.83687,10.7137901",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.9936798,53.1849805,Architect,JanÃŸen BÃ¤r Partnerschaft mbH Architekten und Ingenieure,Eyhauser Allee 4,"26160",Bad Zwischenahn,26160 Bad Zwischenahn,Germany,mail@dwjp.de,http://www.dwjp.de,+49 (0) 4403 9281-0,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"Eyhauser Allee 4, 26160 Bad Zwischenahn, Germany",ChIJAZcoYKDjtkcRIY4UIVWRb5o,ROOFTOP,"53.18498049999999,7.9936798",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.8111851,53.0662564,Architect,gruppeomp Architekten,Tanzwerder 64 a,"28199",Bremen,28199 Bremen,Germany,omp@gruppeomp.de,http://www.gruppeomp.de,+49 (0) 421 5001900,EUR,"10754",EUR,"0",Maik Spohler,B,"0","0",OK,"Tanzwerder 64a, 28199 Bremen, Germany",ChIJD3GXwwIosUcRXRlMFevBLVI,ROOFTOP,"53.0662564,8.8111851",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
10.1486765,52.5808126,Architect,Seelig Architekten-Ingenieure,Asternweg 10,"29342",Wienhausen,29342 Wienhausen,Germany,architekturbuero-seelig@t-online.de,www.seelig-architekten.de,+49 (0) 5149 1860406,EUR,"11670",EUR,"52184",Maik Spohler,B,"0","0",OK,"Asternweg 10, 29342 Wienhausen, Germany",ChIJXf22jMIYsEcRSP6myg7oXp8,ROOFTOP,"52.58081259999999,10.1486765",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
7.29958,51.48175,Facade Installer,Dwuzet Fassadentechnik Bochum (vorher G+H Fassadentechnik),Auf Den Holln 47,"44894",BOCHUM,44894 BOCHUM,Germany,info-bochum@dwuzet.com,https://dwuzet.com/,+49 407 31 191 00,EUR,"0",EUR,"0",Andreas Kuhnert,B,"0","0",OK,"Auf den Holln 47, 44894 Bochum, Germany",ChIJOV9GywsfuUcRXOGZQ5z9knc,ROOFTOP,"51.48175,7.299580000000001",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.8226611,53.0751906,Interior Designer,Treibholz Moebelhandel GmbH,Auf den HÃ¤fen 16-20,"28203",Bremen,28203 Bremen,Germany,kontakt@treibholz-wohnen.de,http://www.treibholz-wohnen.de,+49 (0) 421 704344,EUR,"14874",EUR,"14742",Maik Spohler,B,"0","0",OK,"28203 Bremen, Germany",ChIJc8BGCAgosUcRYNY7qnrPJhw,APPROXIMATE,"53.0751906,8.8226611",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.1752629,48.7643143,Architect,Bodamer Faber Architekten,SchlosserstraÃŸe 2,"70180",Stuttgart,70180 Stuttgart,Germany,architekten@bodamer-faber.net,https://bodamer-faber.net/,+49 711 6647 5120,EUR,"0",EUR,"2434",Stephan Angerer,B,"0","0",OK,"70180 Stuttgart, Germany",ChIJWyCzvVPbmUcRIKKk9T_9Hxw,APPROXIMATE,"48.7643143,9.1752629",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
8.8738,53.08539,Contractor,Zechbau GmbH,August-Bebel-Allee 1,"28329",Bremen,28329 Bremen,Germany,info@zech-bau-holding.de,http://www.zechbau.de,+49 (0) 421 410070,EUR,"0",EUR,"0",Maik Spohler,B,"0","0",OK,"August-Bebel-Allee 1, 28329 Bremen, Germany",ChIJU4ckyrwnsUcRHS22mG26zIo,ROOFTOP,"53.08539,8.8738",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
9.1494571,48.7716577,Architect,Behnisch Architekten Stuttgart,RotebÃ¼hlstrasse 163a,"70197",STUTTGART,70197 STUTTGART,Germany,buerostuttgart@behnisch.com,http://www.behnisch.com,+49 711 60772 0,EUR,"2328",EUR,"107036",Stephan Angerer,A,"1","0",OK,"70197 Stuttgart, Germany",ChIJrYrNN4XbmUcR0KKk9T_9Hxw,APPROXIMATE,"48.7716577,9.1494571",Accounts_01,C:/Users/gunna/OneDrive - Royal Mosa/Arbeitsordner/2021/21-Vertriebsleitung/urbaneMaerkte/temp8.shp,
